captured_at,github_stars,github_forks,github_open_issues,github_views_14d,github_unique_visitors_14d,github_clones_14d,github_unique_cloners_14d,npm_downloads_7d,npm_window_start,npm_window_end
2026-08-20T04:48:23.638Z,39,3,3,365,152,272,149,937,2026-08-12,2026-08-18
